Date,Actual_Close,Predicted_Close
2024-03-11,1461.63916015625,1469.5293
2024-03-12,1470.4344482421875,1469.2789
2024-03-13,1427.3306884765625,1468.5848
2024-03-14,1426.633056640625,1465.0293
2024-03-15,1413.4278564453125,1460.0138
2024-03-18,1434.6059570312498,1453.4987
2024-03-19,1420.4290771484375,1447.6636
2024-03-20,1438.866455078125,1441.6399
2024-03-21,1446.0670166015625,1437.0259
2024-03-22,1450.1033935546875,1433.9214
2024-03-26,1436.6988525390625,1432.2213
2024-03-27,1487.8004150390625,1430.7738
2024-03-28,1480.8240966796875,1432.6531
2024-04-01,1479.7528076171875,1435.9143
2024-04-02,1481.9202880859375,1439.9458
2024-04-03,1466.622314453125,1444.3988
2024-04-04,1457.9766845703123,1447.9651
2024-04-05,1455.1611328125,1450.3202
2024-04-08,1480.9486083984373,1451.5977
2024-04-09,1458.69921875,1453.5853
2024-04-10,1474.5703125,1454.4547
2024-04-12,1462.1873779296875,1455.6234
2024-04-15,1459.8701171875,1456.0828
2024-04-16,1460.7921142578125,1456.0001
2024-04-18,1459.371826171875,1455.6198
2024-04-19,1465.15234375,1454.9685
2024-04-22,1474.8443603515625,1454.52
2024-04-23,1454.3887939453125,1454.7609
2024-04-24,1445.269775390625,1454.1971
2024-04-25,1455.03662109375,1452.7422
2024-04-26,1447.6368408203125,1451.3862
2024-04-29,1460.069580078125,1449.6631
2024-04-30,1462.0378417968748,1448.5728
2024-05-02,1461.5894775390625,1447.9979
2024-05-03,1429.1495361328125,1447.7761
2024-05-06,1414.7235107421875,1445.9203
2024-05-07,1396.7344970703125,1442.4492
2024-05-08,1413.7518310546875,1437.1064
2024-05-09,1389.409423828125,1431.8966
2024-05-10,1402.6644287109375,1425.5225
2024-05-13,1397.955322265625,1419.6721
2024-05-14,1415.2714843750002,1414.1343
2024-05-15,1411.4844970703125,1410.1726
2024-05-16,1420.5286865234377,1407.1742
2024-05-17,1430.84375,1405.5677
2024-05-21,1431.267333984375,1405.5397
2024-05-22,1455.7093505859375,1406.5487
2024-05-23,1481.0234375,1409.6301
2024-05-24,1475.2430419921875,1415.2544
2024-05-27,1461.2904052734375,1421.7943
2024-05-28,1451.2742919921873,1427.8236
2024-05-29,1435.901611328125,1432.6626
2024-05-30,1420.0303955078123,1435.5676
2024-05-31,1425.5616455078125,1436.1578
2024-06-03,1505.21630859375,1435.5598
2024-06-04,1392.5487060546875,1438.7852
2024-06-05,1415.9443359375002,1437.3015
2024-06-06,1426.757568359375,1434.9261
2024-06-07,1464.977783203125,1432.4794
2024-06-10,1466.4229736328125,1432.2799
2024-06-11,1451.747802734375,1433.4525
2024-06-12,1458.375244140625,1434.661
2024-06-13,1460.2938232421875,1436.3229
2024-06-14,1472.5522460937498,1438.2507
2024-06-18,1476.0155029296875,1440.9486
2024-06-19,1453.7161865234375,1444.1288
2024-06-20,1468.7152099609375,1446.1324
2024-06-21,1449.2811279296875,1448.2563
2024-06-24,1436.59912109375,1449.0793
2024-06-25,1449.2313232421875,1448.375
2024-06-26,1508.90380859375,1447.4883
2024-06-27,1525.3729248046875,1449.9119
2024-06-28,1560.1051025390625,1454.9968
